"SURVEY_SPECIES","SPECIES_NAME","COMMON_NAME","SPECIES_CODE","ID_RANK","DATABASE","DATABASE_ID","GENUS_TAXON","SUBFAMILY_TAXON","FAMILY_TAXON","SUPERFAMILY_TAXON","INFRAORDER_TAXON","SUBORDER_TAXON","ORDER_TAXON","SUPERORDER_TAXON","INFRACLASS_TAXON","SUBCLASS_TAXON","CLASS_TAXON","SUPERCLASS_TAXON","SUBPHYLUM_TAXON","PHYLUM_TAXON","KINGDOM_TAXON"
1,"Stellerina xyosterna","pricklebreast poacher",20075,"species","WORMS",254366,"Stellerina","Brachyopsinae","Agonidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Stellerina xyosterna","pricklebreast poacher",20075,"species","ITIS",167472,"Stellerina","","Agonidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
0,"Archistes plumarius","plumed sculpin",21349,"species","ITIS",167200,"Archistes","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Triglops sp.","",21350,"genus","WORMS",126154,"Triglops","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Triglops sp.","",21350,"genus","ITIS",167368,"Triglops","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Triglops nybelini","bigeye sculpin",21351,"species","WORMS",127206,"Triglops","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Triglops nybelini","bigeye sculpin",21351,"species","ITIS",167376,"Triglops","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Triglops forficatus","scissortail sculpin",21352,"species","WORMS",254530,"Triglops","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Triglops forficatus","scissortail sculpin",21352,"species","ITIS",167369,"Triglops","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Triglops metopias","highbrow sculpin",21353,"species","WORMS",274400,"Triglops","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Triglops metopias","highbrow sculpin",21353,"species","ITIS",167372,"Triglops","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Triglops scepticus","spectacled sculpin",21354,"species","WORMS",254531,"Triglops","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Triglops scepticus","spectacled sculpin",21354,"species","ITIS",167374,"Triglops","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Triglops pingelii","ribbed sculpin",21355,"species","WORMS",127207,"Triglops","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Triglops pingelii","ribbed sculpin",21355,"species","ITIS",644643,"Triglops","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Triglops macellus","roughspine sculpin",21356,"species","WORMS",274399,"Triglops","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Triglops macellus","roughspine sculpin",21356,"species","ITIS",167371,"Triglops","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Archistes biseriatus","scaled sculpin",21359,"species","WORMS",279679,"Archistes","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Archistes biseriatus","scaled sculpin",21359,"species","ITIS",643765,"Archistes","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Microcottus sellaris","brightbelly sculpin",21360,"species","WORMS",254404,"Microcottus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Microcottus sellaris","brightbelly sculpin",21360,"species","ITIS",167310,"Microcottus","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Artedius fenestralis","padded sculpin",21362,"species","WORMS",279700,"Artedius","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Artedius fenestralis","padded sculpin",21362,"species","ITIS",167212,"Artedius","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Artedius lateralis","smoothhead sculpin",21363,"species","WORMS",279702,"Artedius","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Artedius lateralis","smoothhead sculpin",21363,"species","ITIS",167214,"Artedius","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Chitonotus pugetensis","roughback sculpin",21366,"species","WORMS",280162,"Chitonotus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Chitonotus pugetensis","roughback sculpin",21366,"species","ITIS",167380,"Chitonotus","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Myoxocephalus scorpius","shorthorn (=warty) sculpin",21368,"species","WORMS",127203,"Myoxocephalus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Myoxocephalus scorpius","shorthorn (=warty) sculpin",21368,"species","ITIS",167318,"Myoxocephalus","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Myoxocephalus niger","warthead sculpin",21369,"species","WORMS",274392,"Myoxocephalus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Myoxocephalus niger","warthead sculpin",21369,"species","ITIS",167314,"Myoxocephalus","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Myoxocephalus polyacanthocephalus","great sculpin",21370,"species","WORMS",254528,"Myoxocephalus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Myoxocephalus polyacanthocephalus","great sculpin",21370,"species","ITIS",167315,"Myoxocephalus","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Myoxocephalus jaok","plain sculpin",21371,"species","WORMS",254527,"Myoxocephalus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Myoxocephalus jaok","plain sculpin",21371,"species","ITIS",167312,"Myoxocephalus","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Myoxocephalus stelleri","frog sculpin",21373,"species","WORMS",154570,"Myoxocephalus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Myoxocephalus stelleri","frog sculpin",21373,"species","ITIS",167319,"Myoxocephalus","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Myoxocephalus sp.","",21375,"genus","WORMS",126152,"Myoxocephalus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Myoxocephalus sp.","",21375,"genus","ITIS",167311,"Myoxocephalus","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Megalocottus platycephalus","belligerent sculpin",21376,"species","WORMS",254411,"Megalocottus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Megalocottus platycephalus","belligerent sculpin",21376,"species","ITIS",167307,"Megalocottus","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Myoxocephalus quadricornis","fourhorn sculpin",21377,"species","WORMS",254529,"Myoxocephalus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Myoxocephalus quadricornis","fourhorn sculpin",21377,"species","ITIS",167316,"Myoxocephalus","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Myoxocephalus scorpioides","Arctic sculpin",21378,"species","WORMS",127202,"Myoxocephalus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Myoxocephalus scorpioides","Arctic sculpin",21378,"species","ITIS",167317,"Myoxocephalus","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Trichocottus brashnikovi","hairhead sculpin",21379,"species","WORMS",254355,"Trichocottus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Trichocottus brashnikovi","hairhead sculpin",21379,"species","ITIS",644642,"Trichocottus","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Leptocottus armatus","Pacific staghorn sculpin",21380,"species","WORMS",254345,"Leptocottus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Leptocottus armatus","Pacific staghorn sculpin",21380,"species","ITIS",167302,"Leptocottus","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Psychrolutes sigalutes","soft sculpin",21383,"species","WORMS",274679,"Psychrolutes","","Psychrolutidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Gilbertidia sigalutes","soft sculpin",21383,"species","ITIS",167416,"Gilbertidia","","Psychrolutidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Enophrys sp.","",21384,"genus","WORMS",154468,"Enophrys","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Enophrys sp.","",21384,"genus","ITIS",167266,"Enophrys","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Enophrys bison","buffalo sculpin",21386,"species","WORMS",275355,"Enophrys","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Enophrys bison","buffalo sculpin",21386,"species","ITIS",167267,"Enophrys","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Enophrys lucasi","leister sculpin",21387,"species","WORMS",254518,"Enophrys","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Enophrys lucasi","leister sculpin",21387,"species","ITIS",167269,"Enophrys","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Enophrys diceraus","antlered sculpin",21388,"species","WORMS",154784,"Enophrys","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Enophrys diceraus","antlered sculpin",21388,"species","ITIS",167268,"Enophrys","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Enophrys taurina","bull sculpin",21389,"species","WORMS",275356,"Enophrys","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Enophrys taurina","bull sculpin",21389,"species","ITIS",167270,"Enophrys","","Cottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Dasycottus setiger","spinyhead sculpin",21390,"species","WORMS",280488,"Dasycottus","","Psychrolutidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Dasycottus setiger","spinyhead sculpin",21390,"species","ITIS",167265,"Dasycottus","","Psychrolutidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Psychrolutidae","",21392,"family","WORMS",125594,"","","Psychrolutidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Psychrolutidae","",21392,"family","ITIS",167410,"","","Psychrolutidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Psychrolutes sp.","",21393,"genus","WORMS",126169,"Psychrolutes","","Psychrolutidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Psychrolutes sp.","",21393,"genus","ITIS",167411,"Psychrolutes","","Psychrolutidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Psychrolutes paradoxus","tadpole sculpin",21394,"species","WORMS",254566,"Psychrolutes","","Psychrolutidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Psychrolutes paradoxus","tadpole sculpin",21394,"species","ITIS",167413,"Psychrolutes","","Psychrolutidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Psychrolutes phrictus","blob sculpin",21395,"species","WORMS",274678,"Psychrolutes","","Psychrolutidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Psychrolutes phrictus","blob sculpin",21395,"species","ITIS",167414,"Psychrolutes","","Psychrolutidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Blepsias bilobus","crested sculpin",21397,"species","WORMS",254540,"Blepsias","","Hemitripteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Blepsias bilobus","crested sculpin",21397,"species","ITIS",167220,"Blepsias","","Hemitripteridae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Blepsias cirrhosus","silverspotted sculpin",21398,"species","WORMS",279417,"Blepsias","","Hemitripteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Blepsias cirrhosus","silverspotted sculpin",21398,"species","ITIS",167221,"Blepsias","","Hemitripteridae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Nautichthys sp.","",21404,"genus","WORMS",254400,"Nautichthys","","Hemitripteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Nautichthys sp.","",21404,"genus","ITIS",167328,"Nautichthys","","Hemitripteridae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Nautichthys pribilovius","eyeshade sculpin",21405,"species","WORMS",254543,"Nautichthys","","Hemitripteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Nautichthys pribilovius","eyeshade sculpin",21405,"species","ITIS",167330,"Nautichthys","","Hemitripteridae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Nautichthys oculofasciatus","sailfin sculpin",21406,"species","WORMS",254542,"Nautichthys","","Hemitripteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
1,"Hexagrammos decagrammus","kelp greenling",21935,"species","WORMS",240732,"Hexagrammos","Hexagramminae","Hexagrammidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Hexagrammos decagrammus","kelp greenling",21935,"species","ITIS",167110,"Hexagrammos","","Hexagrammidae","","","Hexagrammoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Zaniolepis latipinnis","longspine combfish",21936,"species","WORMS",283209,"Zaniolepis","","Zaniolepididae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Zaniolepis latipinnis","longspine combfish",21936,"species","ITIS",167128,"Zaniolepis","","Hexagrammidae","","","Hexagrammoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Zaniolepis frenata","shortspine combfish",21937,"species","WORMS",283208,"Zaniolepis","","Zaniolepididae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Zaniolepis frenata","shortspine combfish",21937,"species","ITIS",167129,"Zaniolepis","","Hexagrammidae","","","Hexagrammoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Icosteus aenigmaticus","ragfish",22010,"species","WORMS",281153,"Icosteus","","Icosteidae","","","","Scombriformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Icosteus aenigmaticus","ragfish",22010,"species","ITIS",171663,"Icosteus","","Icosteidae","","","Icosteoidei","Perciformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Idiacanthus antrostomus","Pacific blackdragon",22110,"species","WORMS",275151,"Idiacanthus","Idiacanthinae","Stomiidae","","","","Stomiiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Idiacanthus antrostomus","Pacific blackdragon",22110,"species","ITIS",162301,"Idiacanthus","Idiacanthinae","Stomiidae","","","Photichthyoidei","Stomiiformes","Stenopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Idiacanthus sp.","",22111,"genus","WORMS",126211,"Idiacanthus","Idiacanthinae","Stomiidae","","","","Stomiiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Idiacanthus sp.","",22111,"genus","ITIS",162299,"Idiacanthus","Idiacanthinae","Stomiidae","","","Photichthyoidei","Stomiiformes","Stenopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Medialuna californiensis","halfmoon",22121,"species","WORMS",281541,"Medialuna","Scorpidinae","Kyphosidae","","","","Centrarchiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Medialuna californiensis","halfmoon",22121,"species","ITIS",169522,"Medialuna","Scorpidinae","Kyphosidae","","","Percoidei","Perciformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Cyclopteridae","lumpsucker unid.",22170,"family","WORMS",125590,"","","Cyclopteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Cyclopteridae","lumpsucker unid.",22170,"family","ITIS",167483,"","","Cyclopteridae","Cyclopteroidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Lethotremus sp.","",22173,"genus","WORMS",254346,"Lethotremus","","Cyclopteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Lethotremus sp.","",22173,"genus","ITIS",167548,"Lethotremus","Cyclopterinae","Cyclopteridae","Cyclopteroidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Aptocyclus ventricosus","smooth lumpsucker",22175,"species","WORMS",254299,"Aptocyclus","","Cyclopteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Aptocyclus ventricosus","smooth lumpsucker",22175,"species","ITIS",167485,"Aptocyclus","Aptocyclinae","Cyclopteridae","Cyclopteroidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Lethotremus muticus","docked snailfish",22176,"species","WORMS",254348,"Lethotremus","","Cyclopteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Lethotremus muticus","docked snailfish",22176,"species","ITIS",167549,"Lethotremus","Cyclopterinae","Cyclopteridae","Cyclopteroidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Eumicrotremus asperrimus","round lumpsucker",22177,"species","WORMS",254533,"Eumicrotremus","","Cyclopteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Eumicrotremus asperrimus","round lumpsucker",22177,"species","ITIS",643976,"Eumicrotremus","Cyclopterinae","Cyclopteridae","Cyclopteroidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Eumicrotremus orbis","Pacific spiny lumpsucker",22178,"species","WORMS",254535,"Eumicrotremus","","Cyclopteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Eumicrotremus orbis","Pacific spiny lumpsucker",22178,"species","ITIS",167543,"Eumicrotremus","Cyclopterinae","Cyclopteridae","Cyclopteroidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Eumicrotremus derjugini","leatherfin lumpsucker",22179,"species","WORMS",127215,"Eumicrotremus","","Cyclopteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Eumicrotremus derjugini","leatherfin lumpsucker",22179,"species","ITIS",167541,"Eumicrotremus","Cyclopterinae","Cyclopteridae","Cyclopteroidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Eumicrotremus gyrinops","Alaskan lumpsucker",22180,"species","WORMS",274492,"Eumicrotremus","","Cyclopteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Eumicrotremus gyrinops","Alaskan lumpsucker",22180,"species","ITIS",167542,"Eumicrotremus","Cyclopterinae","Cyclopteridae","Cyclopteroidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Eumicrotremus andriashevi","pimpled lumpsucker",22182,"species","WORMS",254532,"Eumicrotremus","","Cyclopteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Eumicrotremus andriashevi","pimpled lumpsucker",22182,"species","ITIS",167538,"Eumicrotremus","Cyclopterinae","Cyclopteridae","Cyclopteroidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Eumicrotremus sp.","spiny lumpsuckers",22183,"genus","WORMS",126159,"Eumicrotremus","","Cyclopteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Eumicrotremus sp.","spiny lumpsuckers",22183,"genus","ITIS",167537,"Eumicrotremus","Cyclopterinae","Cyclopteridae","Cyclopteroidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Eumicrotremus barbatus","papillose lumpsucker",22184,"species","WORMS",254534,"Eumicrotremus","","Cyclopteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Eumicrotremus barbatus","papillose lumpsucker",22184,"species","ITIS",167539,"Eumicrotremus","Cyclopterinae","Cyclopteridae","Cyclopteroidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Eumicrotremus phrynoides","toad lumpsucker",22190,"species","WORMS",254536,"Eumicrotremus","","Cyclopteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Nautichthys oculofasciatus","sailfin sculpin",21406,"species","ITIS",167329,"Nautichthys","","Hemitripteridae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Nautichthys robustus","shortmast sculpin",21407,"species","WORMS",254401,"Nautichthys","","Hemitripteridae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Nautichthys robustus","shortmast sculpin",21407,"species","ITIS",167331,"Nautichthys","","Hemitripteridae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
1,"Rhamphocottus richardsonii","grunt sculpin",21415,"species","WORMS",282578,"Rhamphocottus","","Rhamphocottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia"
0,"Rhamphocottus richardsonii","grunt sculpin",21415,"species","ITIS",644470,"Rhamphocottus","","Rhamphocottidae","Cottoidea","","Cottoidei","Scorpaeniformes","Acanthopterygii","","","Teleostei","Actinopterygii","Vertebrata","Chordata","Animalia"
